User_ID,Age,Gender,Education_Level,Employment_Status,Household_Income,Location_Type,Basic_Computer_Knowledge_Score,Internet_Usage_Score,Mobile_Literacy_Score,Post_Training_Basic_Computer_Knowledge_Score,Post_Training_Internet_Usage_Score,Post_Training_Mobile_Literacy_Score,Modules_Completed,Average_Time_Per_Module,Quiz_Performance,Session_Count,Engagement_Level,Adaptability_Score,Feedback_Rating,Skill_Application,Employment_Impact,Overall_Literacy_Score
U0860,35,Male,Primary,Unemployed,Low,Semi-Rural,9,8,43,40,43,69,14,20.28,60,26,Medium,53,1,58,Yes,49.6
U0861,23,Other,Primary,Other,Medium,Rural,47,19,16,75,49,65,7,28.93,63,10,High,61,2,57,Yes,64.2
U0862,49,Female,Primary,Unemployed,Low,Rural,21,4,20,59,24,40,13,15.04,80,16,Medium,86,2,79,No,42.8
U0863,19,Female,Secondary,Student,Low,Semi-Rural,36,41,34,65,75,57,12,24.63,91,13,High,68,4,87,No,65.6
U0864,63,Female,None,Student,High,Rural,30,22,33,60,67,53,6,27.61,69,12,Medium,96,2,72,No,60.0
U0865,20,Other,Secondary,Self-Employed,High,Semi-Rural,7,0,10,49,35,42,7,28.79,71,16,Low,85,2,86,No,42.7
U0866,59,Other,Primary,Other,Medium,Rural,21,35,24,64,76,53,7,29.85,98,22,Medium,56,1,85,Yes,64.3
U0867,20,Male,High School,Student,Low,Rural,1,23,33,21,68,55,7,12.28,98,26,Low,57,5,99,No,45.3
U0868,23,Male,Secondary,Self-Employed,Low,Rural,39,20,5,70,69,31,13,25.69,100,17,Medium,71,1,61,No,58.0
U0869,60,Male,Secondary,Farmer,Low,Semi-Rural,41,0,32,79,42,59,14,11.93,67,23,Medium,100,1,65,Yes,61.9
U0870,39,Female,Secondary,Unemployed,Medium,Rural,18,0,21,43,45,67,13,16.21,91,20,Low,88,2,72,No,50.8
U0871,39,Female,Primary,Farmer,Low,Rural,36,44,36,74,87,77,7,19.76,78,18,Medium,99,5,79,Yes,78.8
U0872,36,Male,Secondary,Farmer,Low,Semi-Rural,9,50,12,38,73,37,13,29.97,73,21,Medium,52,4,56,No,48.2
U0873,25,Male,High School,Unemployed,Medium,Rural,33,27,31,73,62,52,6,14.01,66,16,High,92,3,91,Yes,63.4
U0874,23,Other,Primary,Self-Employed,Medium,Rural,43,10,34,72,58,68,9,29.14,79,22,High,66,3,83,No,66.6
U0875,61,Female,Secondary,Unemployed,Medium,Semi-Rural,39,30,10,82,71,36,8,13.42,78,21,Low,88,2,55,No,64.9
U0876,26,Male,Primary,Self-Employed,Low,Rural,18,16,27,40,57,59,15,23.93,72,22,High,51,4,62,No,50.8
U0877,60,Female,Secondary,Other,Medium,Rural,44,40,46,74,80,82,7,22.27,92,28,Low,66,1,89,No,78.2
U0878,55,Female,Primary,Unemployed,Medium,Rural,41,25,37,70,67,73,9,19.22,60,26,Low,79,4,99,No,70.0
U0879,63,Other,High School,Student,Medium,Rural,27,10,43,64,42,77,6,14.98,93,12,Low,64,2,76,No,61.3
U0880,36,Female,Primary,Unemployed,Medium,Semi-Rural,19,50,15,66,82,64,13,20.2,66,13,Low,80,3,63,No,70.2
U0881,64,Other,Secondary,Self-Employed,Medium,Semi-Rural,19,24,48,55,66,68,8,12.26,66,13,High,87,1,53,No,62.2
U0882,42,Female,Primary,Other,Low,Rural,15,40,45,51,66,72,14,17.73,87,11,Low,50,1,94,No,61.8
U0883,28,Female,None,Farmer,Low,Semi-Rural,31,24,18,80,70,66,15,23.71,70,15,High,87,4,50,No,72.8
U0884,50,Other,High School,Self-Employed,Low,Semi-Rural,18,14,0,46,40,31,10,25.79,94,10,Medium,83,4,87,No,39.7
U0885,28,Male,Primary,Unemployed,High,Semi-Rural,14,42,31,37,89,56,11,12.73,91,24,Medium,83,3,99,Yes,58.3
U0886,48,Male,High School,Other,Medium,Rural,28,48,43,71,89,92,10,11.23,71,25,Medium,92,4,69,No,82.7
U0887,64,Male,High School,Self-Employed,Low,Rural,36,28,32,86,58,61,5,12.84,78,17,Low,63,5,86,No,70.1
U0888,18,Male,None,Self-Employed,Low,Rural,39,37,23,69,81,66,14,16.04,80,18,Low,51,4,51,No,71.7
U0889,18,Female,Secondary,Student,Low,Rural,6,7,31,32,54,77,11,21.37,86,15,Medium,68,5,84,No,52.1
U0890,38,Male,None,Farmer,Medium,Rural,30,36,38,70,75,60,8,12.61,61,23,Medium,65,3,65,No,68.5
U0891,27,Male,None,Unemployed,Low,Rural,11,4,2,48,38,44,7,23.23,99,18,Low,55,1,95,No,43.8
U0892,53,Female,Secondary,Self-Employed,Low,Rural,20,27,36,52,64,79,11,12.41,97,20,Medium,57,5,91,Yes,63.7
U0893,60,Male,Primary,Self-Employed,Low,Semi-Rural,8,36,48,54,69,89,5,23.18,60,24,Medium,80,4,71,Yes,69.0
U0894,47,Male,Secondary,Farmer,Medium,Rural,33,44,9,83,93,40,14,25.63,83,19,Low,82,3,82,Yes,73.1
U0895,18,Female,Primary,Farmer,Low,Rural,5,43,48,28,90,69,13,29.61,99,23,Medium,59,3,98,No,58.9
U0896,29,Female,None,Other,Low,Rural,47,32,21,77,71,55,14,16.37,78,15,High,67,5,65,Yes,68.6
U0897,23,Female,High School,Farmer,Low,Rural,38,45,1,69,71,30,14,21.37,63,21,Medium,75,1,100,No,57.9
U0898,37,Male,Primary,Student,Low,Rural,17,34,49,57,64,72,15,21.47,60,18,High,56,2,76,No,63.6
U0899,18,Female,Secondary,Unemployed,Low,Semi-Rural,47,47,32,87,69,65,9,25.2,73,13,Medium,70,1,99,No,75.0
U0900,24,Female,Primary,Farmer,Low,Semi-Rural,43,0,46,79,36,95,9,23.6,85,18,Low,99,1,61,No,70.9
U0901,18,Female,High School,Self-Employed,Low,Rural,5,11,23,49,38,57,13,22.51,72,23,Medium,96,4,65,No,48.1
U0902,21,Male,Primary,Unemployed,Low,Rural,49,24,42,85,56,85,15,29.97,80,18,Medium,60,4,75,No,76.3
U0903,34,Male,Primary,Farmer,Low,Rural,17,33,49,56,70,90,8,11.06,67,23,Low,68,1,94,No,70.4
U0904,27,Female,Primary,Student,Medium,Rural,11,2,49,53,27,70,9,13.47,62,16,High,80,3,64,Yes,50.3
U0905,45,Male,None,Student,Low,Semi-Rural,13,12,45,62,58,71,10,26.94,87,20,Medium,94,4,70,No,63.5
U0906,64,Male,None,Student,Low,Rural,0,42,23,46,68,52,9,13.4,68,10,Medium,72,4,69,No,54.4
U0907,19,Other,None,Unemployed,Low,Semi-Rural,11,29,27,56,52,59,15,29.76,92,13,Low,51,5,79,No,55.7
U0908,26,Male,High School,Student,Low,Semi-Rural,38,33,49,76,80,74,14,24.97,78,22,Medium,87,5,78,Yes,76.6
U0909,40,Female,High School,Self-Employed,Medium,Rural,2,2,45,37,25,90,11,22.53,61,11,Medium,76,4,95,Yes,49.3
U0910,55,Male,Primary,Other,Low,Rural,27,31,28,57,57,63,10,18.99,94,10,High,50,5,78,No,58.8
U0911,40,Female,High School,Unemployed,Medium,Rural,37,19,20,83,52,64,9,12.56,82,13,Medium,62,2,91,No,68.0
U0912,55,Female,None,Self-Employed,Low,Rural,44,29,49,69,74,86,7,14.08,63,14,Medium,99,3,73,No,75.6
U0913,46,Male,High School,Farmer,Medium,Rural,40,42,31,72,91,75,13,28.51,86,15,Low,61,4,55,No,78.6
U0914,26,Male,Primary,Farmer,Medium,Semi-Rural,30,44,40,80,81,63,12,13.66,93,28,Medium,57,2,59,No,75.2
U0915,62,Female,Secondary,Self-Employed,Low,Semi-Rural,39,42,50,69,85,83,7,19.43,67,11,Low,70,4,85,No,78.0
U0916,56,Female,Primary,Unemployed,Low,Rural,2,17,14,30,53,42,9,24.12,70,14,Low,75,3,77,No,40.5
U0917,61,Male,None,Self-Employed,Medium,Rural,3,48,36,29,74,77,13,22.85,62,26,Low,91,3,88,No,56.9
U0918,20,Female,Primary,Other,Low,Rural,42,36,49,67,74,78,14,22.97,91,10,High,91,4,83,No,72.4
U0919,43,Other,Primary,Unemployed,Low,Rural,16,20,35,61,63,61,9,27.63,78,22,Low,55,5,64,No,61.6
U0920,22,Other,None,Unemployed,Low,Semi-Rural,46,31,50,78,77,77,9,23.04,77,15,Medium,56,1,75,No,77.4
U0921,48,Male,Primary,Self-Employed,Medium,Rural,30,44,45,53,90,77,6,18.0,92,28,Medium,50,1,63,No,71.3
U0922,22,Other,High School,Self-Employed,Medium,Semi-Rural,17,1,7,44,28,34,7,16.79,63,24,Low,65,2,51,No,36.2
U0923,40,Male,None,Farmer,Medium,Rural,5,22,28,37,58,64,5,12.21,85,29,Low,99,3,92,No,51.4
U0924,49,Female,Secondary,Farmer,High,Rural,8,40,22,38,87,59,15,21.93,97,24,Low,56,4,94,Yes,59.0
U0925,46,Male,None,Self-Employed,Medium,Semi-Rural,31,45,3,55,91,41,15,11.71,87,15,Low,53,2,52,No,61.6
U0926,50,Male,Secondary,Other,High,Rural,41,26,14,91,71,37,13,21.78,68,20,Medium,76,3,88,Yes,68.8
U0927,52,Female,None,Unemployed,Low,Semi-Rural,32,42,10,69,82,36,5,18.73,64,30,Medium,80,3,99,No,63.0
U0928,42,Male,None,Self-Employed,Low,Semi-Rural,4,4,41,33,33,75,11,15.38,85,28,Medium,69,3,54,No,45.6
U0929,21,Male,High School,Student,Low,Rural,14,48,38,56,75,74,13,23.17,87,28,Low,75,2,52,Yes,67.1
U0930,43,Female,Secondary,Unemployed,Low,Rural,12,11,12,35,40,39,8,28.47,70,13,Low,87,4,69,No,37.7
U0931,61,Male,High School,Student,Low,Semi-Rural,0,12,25,22,38,59,11,10.8,68,14,High,72,2,58,No,37.9
U0932,22,Female,None,Other,Low,Semi-Rural,38,25,48,71,46,91,14,26.31,97,19,Low,91,4,89,No,69.5
U0933,42,Female,Primary,Unemployed,Low,Rural,2,39,12,38,72,32,10,25.83,73,30,Medium,54,1,94,No,46.4
U0934,36,Female,High School,Unemployed,Medium,Rural,8,5,46,49,26,85,15,24.12,69,23,Low,52,1,68,No,52.9
U0935,57,Male,Primary,Unemployed,Low,Semi-Rural,14,3,2,64,52,43,13,19.88,79,27,Medium,59,1,59,No,54.1
U0936,30,Female,None,Farmer,Low,Rural,49,6,9,82,41,44,9,21.85,91,24,Medium,87,4,64,No,58.3
U0937,19,Female,Secondary,Self-Employed,Low,Rural,34,7,17,62,57,42,6,16.43,99,14,Medium,78,2,73,Yes,54.5
U0938,18,Male,High School,Self-Employed,High,Semi-Rural,18,11,45,42,60,95,9,12.56,100,14,Low,76,4,62,No,63.3
U0939,55,Female,Primary,Student,Low,Rural,5,41,9,35,66,33,8,19.18,84,12,High,74,1,57,No,43.7
U0940,21,Male,Secondary,Unemployed,Medium,Rural,9,4,39,49,42,85,13,28.42,86,24,Medium,50,4,97,No,57.7
U0941,46,Female,Secondary,Self-Employed,Low,Rural,16,16,8,58,45,37,14,12.97,74,13,Medium,85,4,55,No,47.8
U0942,30,Male,Primary,Unemployed,High,Rural,36,25,3,76,63,41,12,10.73,100,11,High,81,3,93,No,61.6
U0943,27,Male,High School,Unemployed,Low,Rural,8,15,46,53,37,80,15,15.23,96,27,High,76,4,53,No,56.3
U0944,54,Male,Secondary,Farmer,Low,Rural,41,8,50,63,54,91,15,18.44,79,28,Low,54,3,94,Yes,68.7
U0945,58,Male,Secondary,Student,Low,Rural,2,43,50,32,69,81,6,29.69,98,29,Low,66,1,51,No,57.8
U0946,49,Female,Secondary,Self-Employed,Low,Semi-Rural,11,2,1,35,49,23,12,27.42,95,13,Medium,73,5,77,No,35.6
U0947,35,Male,High School,Farmer,Medium,Rural,25,9,45,73,49,86,8,21.0,82,20,Low,80,4,52,No,69.7
U0948,29,Female,None,Student,Low,Rural,46,43,37,74,77,59,7,11.39,63,21,High,68,3,87,No,70.4
U0949,44,Female,Primary,Other,Medium,Rural,12,5,49,35,43,93,12,12.54,60,27,Medium,83,3,61,No,54.8
U0950,63,Female,High School,Farmer,Medium,Rural,28,19,30,72,57,76,6,17.8,88,30,Medium,93,3,50,No,68.7
U0951,23,Female,High School,Farmer,Medium,Semi-Rural,39,0,38,63,31,64,10,21.77,90,23,Medium,100,2,96,No,53.7
U0952,49,Male,None,Farmer,Medium,Rural,26,43,9,68,67,51,7,12.04,65,22,Medium,55,5,81,No,62.6
U0953,40,Male,Primary,Other,Low,Rural,31,38,49,70,84,90,10,15.72,71,26,Low,99,4,82,Yes,80.2
U0954,36,Male,None,Farmer,Medium,Rural,40,11,31,84,49,62,5,13.72,96,12,Medium,88,1,83,No,66.9
U0955,36,Other,Secondary,Unemployed,Low,Rural,41,1,21,80,26,60,8,29.69,85,26,Medium,53,3,76,No,57.8
U0956,60,Female,High School,Unemployed,Low,Rural,3,30,27,24,60,70,11,14.56,77,24,Low,100,1,98,Yes,48.6
U0957,30,Male,Secondary,Self-Employed,Medium,Semi-Rural,32,3,16,53,34,54,9,24.7,87,11,Low,58,1,92,No,47.6
U0958,61,Female,None,Farmer,Low,Rural,35,13,7,66,39,28,11,12.79,92,17,Medium,86,2,92,Yes,46.5
U0959,32,Male,High School,Other,High,Semi-Rural,40,17,33,89,66,71,11,29.48,96,22,Medium,89,3,84,Yes,76.7
U0960,44,Male,Secondary,Unemployed,Medium,Rural,33,25,42,62,75,91,13,21.78,95,10,Medium,67,2,61,No,74.6
U0961,64,Female,High School,Other,Low,Rural,42,24,29,78,65,63,5,18.85,95,27,Low,53,2,80,No,69.6
U0962,36,Female,Secondary,Unemployed,Low,Rural,23,41,19,69,85,66,8,16.28,84,14,High,77,1,67,No,72.9
U0963,55,Female,Primary,Other,Medium,Rural,8,17,34,30,38,66,13,20.36,73,23,High,72,1,81,Yes,43.2
U0964,56,Female,Secondary,Student,Low,Rural,26,15,28,68,54,64,8,16.69,70,26,High,73,2,53,No,62.6
U0965,40,Other,High School,Self-Employed,High,Rural,0,7,30,37,47,56,8,23.11,86,22,Medium,77,4,51,No,45.7
U0966,46,Female,Primary,Other,Low,Rural,28,44,38,50,65,65,13,22.86,95,17,Low,76,1,63,No,59.0
U0967,31,Other,None,Self-Employed,Low,Semi-Rural,31,19,18,57,66,39,9,18.81,78,14,Low,80,3,100,Yes,54.3
U0968,35,Female,High School,Other,Low,Rural,32,0,40,77,46,60,8,10.69,75,14,Medium,96,3,88,No,62.6
U0969,56,Other,Primary,Farmer,Low,Rural,16,6,31,65,56,55,6,19.72,91,28,High,54,3,80,No,59.3
U0970,22,Female,High School,Student,Low,Rural,43,26,48,87,58,70,11,10.42,84,19,Low,86,3,80,No,73.2
U0971,62,Male,None,Student,Low,Semi-Rural,29,50,8,79,96,32,6,11.47,98,24,High,81,3,68,Yes,70.0
U0972,57,Female,None,Student,Low,Rural,46,15,24,76,39,63,11,10.13,99,27,Medium,54,1,87,No,61.0
U0973,29,Male,Primary,Other,Medium,Semi-Rural,27,28,38,52,59,58,6,23.96,71,18,Medium,57,1,60,No,55.9
U0974,40,Male,High School,Other,Medium,Rural,30,1,32,59,40,61,13,10.19,83,27,Low,68,3,61,Yes,53.9
U0975,39,Male,Secondary,Farmer,Medium,Rural,20,19,18,40,53,63,7,26.72,91,11,High,92,4,66,No,50.8
U0976,50,Male,Secondary,Student,Low,Rural,29,44,40,59,80,68,8,25.65,68,24,Low,64,4,82,No,68.0
U0977,55,Female,Primary,Student,Low,Rural,3,34,35,31,77,55,6,20.92,62,10,Medium,79,1,95,Yes,52.0
U0978,47,Female,Secondary,Self-Employed,Low,Rural,47,6,29,97,39,77,6,26.54,72,13,Medium,70,3,51,No,73.6
U0979,51,Female,Secondary,Farmer,Low,Rural,49,25,27,75,70,71,9,18.58,74,14,Medium,50,2,79,No,72.3
U0980,60,Female,High School,Self-Employed,Medium,Semi-Rural,3,48,9,43,89,36,12,26.06,82,27,Low,82,4,85,No,54.7
U0981,26,Female,None,Farmer,Low,Semi-Rural,13,6,9,41,41,56,15,13.61,60,17,High,63,4,74,No,45.5
U0982,56,Female,None,Other,Low,Rural,15,33,45,53,74,76,14,24.44,68,27,Medium,72,1,94,No,66.2
U0983,37,Male,Secondary,Farmer,Low,Rural,12,15,23,50,61,69,12,27.0,76,23,Low,73,5,53,No,59.0
U0984,56,Male,None,Self-Employed,Medium,Rural,3,25,18,23,49,48,10,20.64,80,12,Medium,50,1,78,Yes,38.3
U0985,58,Female,Primary,Student,High,Rural,38,37,47,71,81,88,7,11.92,91,14,Medium,87,2,83,No,79.1
U0986,39,Other,Secondary,Unemployed,Low,Rural,50,29,18,93,79,39,8,27.77,85,27,High,57,4,77,No,72.6
U0987,52,Female,Secondary,Student,Low,Rural,32,3,24,76,34,48,13,28.36,71,13,Medium,73,2,63,No,55.0
U0988,24,Male,None,Student,Low,Rural,49,12,14,84,40,34,11,17.68,97,22,Medium,78,1,63,No,55.8
U0989,41,Male,High School,Farmer,Low,Rural,25,18,50,48,52,75,13,27.57,96,25,Medium,66,2,84,No,57.3
U0990,47,Female,None,Farmer,Low,Rural,18,23,36,42,57,81,9,15.96,94,26,Medium,95,3,87,No,58.2
U0991,24,Female,None,Student,Low,Semi-Rural,1,15,20,38,49,53,10,19.34,91,11,Medium,57,4,68,Yes,45.8
U0992,45,Female,Secondary,Unemployed,Medium,Rural,22,42,7,53,69,50,9,22.95,88,18,Low,53,5,83,Yes,56.9
U0993,44,Male,High School,Other,Medium,Semi-Rural,34,1,18,55,27,54,6,21.72,84,13,Medium,63,3,75,No,46.3
U0994,39,Male,None,Other,Low,Semi-Rural,14,34,38,52,54,88,12,21.52,83,19,Medium,98,1,78,No,63.4
U0995,21,Male,Primary,Other,Medium,Rural,26,41,44,63,88,66,8,18.25,75,12,High,64,4,83,No,71.4
U0996,30,Female,Primary,Unemployed,Low,Rural,18,49,27,62,99,62,15,28.28,61,20,Low,98,4,85,No,73.1
U0997,30,Female,Secondary,Student,Medium,Rural,25,24,24,50,73,62,13,14.06,73,26,Medium,74,2,76,No,60.5
U0998,31,Female,Secondary,Farmer,Low,Semi-Rural,35,19,36,71,46,72,7,29.91,65,14,Low,66,1,86,Yes,63.8
U0999,62,Male,Secondary,Farmer,Medium,Rural,39,12,47,69,37,71,12,28.34,91,21,High,83,4,73,Yes,60.0
U1000,27,Female,None,Unemployed,Low,Rural,13,45,24,61,65,44,9,23.25,73,25,Medium,52,5,55,No,57.1
